Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Country,Age,Child,Spending
Graduation,Single,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,SA,48,1,57
Graduation,Together,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,SP,38,1,119
PhD,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,GER,39,0,1244
PhD,Together,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,AUS,39,0,1244
Graduation,Together,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,SA,50,0,960
2n Cycle,Together,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,SP,54,2,47
PhD,Married,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,SP,46,1,170
Graduation,Single,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,SP,43,1,94
Master,Divorced,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,SP,49,1,54
PhD,Together,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,SP,69,0,1165
2n Cycle,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,SP,66,0,981
2n Cycle,Married,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,SP,66,0,981
Graduation,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,SP,73,0,990
Graduation,Together,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,IND,43,1,486
Graduation,Single,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,SP,53,2,74
Graduation,Together,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,CA,48,0,1580
Graduation,Single,35790.0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,AUS,44,1,72
Graduation,Divorced,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,SP,59,2,384
2n Cycle,Together,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,SP,57,1,1211
PhD,Together,102160.0,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,SA,44,0,1240
Master,Widow,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,SA,56,2,353
Graduation,Single,72066.0,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,SA,40,0,1792
Graduation,Together,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,IND,45,1,45
Graduation,Married,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,SP,56,2,41
Graduation,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,SP,46,1,973
Graduation,Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,SP,61,1,96
Graduation,Married,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,SA,61,2,48
Master,Single,49389.0,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,AUS,70,2,65
PhD,Together,51717.0,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,SA,56,1,122
2n Cycle,Widow,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,SA,61,2,23
Master,Married,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,SP,61,2,43
Graduation,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,SP,58,1,114
PhD,Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,SP,60,1,1232
Master,Together,82384.0,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,AUS,66,0,1957
Graduation,Single,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,SP,65,1,377
Graduation,Together,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,US,53,2,586
Graduation,Together,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,IND,53,2,586
PhD,Divorced,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,SP,67,1,1662
Graduation,Together,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,SP,27,0,1004
Graduation,Together,52117.0,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,SP,56,1,279
PhD,Together,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,GER,49,1,1226
PhD,Together,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,CA,75,3,444
PhD,Together,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,SA,75,3,444
Master,Divorced,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,US,66,1,222
Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,GER,42,0,1440
Graduation,Together,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,AUS,42,0,1440
Master,Married,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,SP,70,0,406
PhD,Divorced,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,SP,53,1,149
Master,Together,35924.0,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,SA,52,2,34
2n Cycle,Married,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,SA,39,1,683
PhD,Married,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,SP,37,0,1512
Master,Together,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,SP,47,1,61
Master,Married,58494.0,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,SA,47,1,396
Graduation,Married,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,SA,52,0,1047
PhD,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,SP,30,0,1598
PhD,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,SP,30,0,1598
Master,Married,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,SP,40,1,62
PhD,Married,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,SP,50,2,235
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,SP,42,1,424
Graduation,Single,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,SP,42,1,424
Graduation,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,SP,32,1,34
Graduation,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,SP,32,1,34
Graduation,Together,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,SP,45,1,662
Graduation,Single,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,SP,46,1,1237
Master,Together,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,AUS,58,0,318
Master,Together,38620.0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,GER,58,0,318
Graduation,Single,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,IND,48,1,5
Graduation,Married,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,SP,64,1,275
PhD,Married,80360.0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,SP,72,0,2231
Graduation,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,SP,50,1,1286
Graduation,Married,52413.0,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,CA,52,2,910
Graduation,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,SA,65,0,957
Master,Single,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,SP,37,1,27
2n Cycle,Single,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,SP,26,0,1365
PhD,Married,80427.0,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,IND,46,1,1835
Graduation,Together,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,SP,72,1,114
Graduation,Married,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,CA,44,1,436
Graduation,Married,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,SA,44,1,436
PhD,Together,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,SP,73,0,1348
2n Cycle,Divorced,41713.0,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,CA,57,2,174
PhD,Married,62670.0,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,SA,67,1,825
2n Cycle,Married,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,SP,49,1,909
PhD,Married,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,GER,70,0,1507
Graduation,Together,44512.0,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,SA,61,2,32
Graduation,Married,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,SP,53,1,882
Graduation,Single,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,SP,73,0,1424
PhD,Widow,25358.0,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,SA,74,1,32
Graduation,Single,26962.5,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,AUS,39,1,46
Graduation,Single,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,SP,39,1,46
Graduation,Married,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,AUS,43,2,606
Graduation,Married,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,AUS,43,2,606
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,GER,69,0,1574
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,SP,69,0,1574
Graduation,Together,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,CA,69,0,1574
PhD,Divorced,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,SP,53,2,1173
Master,Married,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,SP,70,0,143
PhD,Single,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,SP,43,1,795
PhD,Married,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,SP,56,1,1305
PhD,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,SP,45,1,1277
Master,Together,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,SA,52,1,1531
PhD,Together,61010.0,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,CA,69,1,1021
Graduation,Together,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,SP,40,1,79
Graduation,Single,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,SP,33,1,25
PhD,Married,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,SA,73,2,62
Graduation,Married,28332.0,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,GER,69,0,65
Graduation,Together,33456.0,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,IND,56,2,36
PhD,Married,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,SP,53,2,38
Graduation,Single,65333.0,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,CA,48,1,798
Graduation,Divorced,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,SP,69,0,940
Graduation,Married,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,SP,50,1,1179
Graduation,Together,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,SP,74,0,1734
Graduation,Together,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,SP,66,1,545
Basic,Single,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,SP,39,1,24
Graduation,Single,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,SP,50,0,1968
Graduation,Absurd,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,AUS,28,0,1216
PhD,Married,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,CA,64,0,729
Graduation,Single,58138.0,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,US,64,0,1617
Master,Married,59354.0,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,CA,68,2,459
PhD,Married,58482.0,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,CA,66,1,731
Graduation,Together,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,SP,45,1,20
Graduation,Together,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,SP,49,1,823
Master,Single,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,SA,46,1,64
Graduation,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,SP,49,2,102
Graduation,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,SP,49,2,102
Graduation,Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,SA,50,1,779
PhD,Widow,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,SP,78,0,1060
Graduation,Together,85693.0,59,386,172,183,185,132,111,2,9,5,11,5,0,0,0,0,0,CA,42,1,1169
Graduation,Married,71855.0,59,548,31,422,0,112,28,4,5,5,11,3,0,0,0,0,0,SA,44,1,1141
Basic,Married,7500.0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,US,45,0,61
PhD,Married,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,IND,50,1,1086
PhD,Married,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,SP,44,0,269
Graduation,Single,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,SP,70,0,1336
PhD,Married,84117.0,60,611,76,749,59,45,26,1,7,10,6,2,0,0,1,0,0,CA,65,0,1566
2n Cycle,Single,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,GER,63,2,61
Master,Married,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,SP,48,1,70
Graduation,Single,75922.0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,SA,53,0,1295
Master,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,AUS,56,3,411
Master,Married,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,SA,56,3,411
Graduation,Widow,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,SP,72,0,926
Graduation,Married,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,US,48,0,1211
Master,Together,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,SP,70,2,11
PhD,Married,63246.0,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,SP,54,2,772
Graduation,Together,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,GER,69,2,70
Graduation,Single,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,SP,31,0,1544
PhD,Married,82333.0,60,1311,0,359,46,89,17,1,4,3,10,2,0,0,1,0,0,GER,35,0,1822
Graduation,Widow,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,SP,72,0,1429
PhD,Together,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,SP,39,1,159
Master,Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,IND,65,1,764
Graduation,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,SA,42,1,31
Graduation,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,SP,42,1,31
PhD,Married,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,SA,34,0,1250
Master,Married,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,AUS,45,1,2053
PhD,Together,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,AUS,68,2,480
Master,Married,60432.0,61,365,3,15,4,3,11,5,7,2,5,6,0,0,0,0,0,SA,48,1,401
Master,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,SP,64,2,438
Graduation,Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,IND,62,1,995
2n Cycle,Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,IND,46,1,369
PhD,Married,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,GER,49,1,19
PhD,Married,33762.0,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,CA,62,3,106
Graduation,Together,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,SP,55,1,832
Graduation,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,SP,62,1,1957
Graduation,Together,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,CA,62,1,1957
Graduation,Married,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,SP,66,1,99
Graduation,Divorced,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,SP,65,3,28
Graduation,Married,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,SP,70,1,1026
Graduation,Married,71107.0,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,SP,70,1,1327
Master,Together,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,CA,46,2,436
Graduation,Married,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,SA,63,0,928
2n Cycle,Married,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,AUS,29,0,961
Graduation,Married,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,IND,47,1,290
Graduation,Married,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,SP,51,1,1464
Graduation,Married,69016.0,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,SP,51,1,1533
Graduation,Married,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,SP,42,1,18
Graduation,Married,73803.0,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,CA,64,1,1528
2n Cycle,Married,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,SP,48,2,44
PhD,Married,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,SP,48,0,1958
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,SP,66,2,72
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,SP,66,2,72
Graduation,Married,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,AUS,66,0,1380
Graduation,Together,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,CA,33,0,2524
Master,Divorced,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,SA,72,0,390
PhD,Together,44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,SP,75,1,397
PhD,Single,50729.0,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,SA,63,2,496
Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,SA,68,0,2302
Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,SP,68,0,2302
Graduation,Single,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,AUS,31,1,209
Graduation,Married,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,SP,36,1,72
Graduation,Married,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,CA,70,2,170
Graduation,Married,56775.0,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,SP,42,1,937
PhD,Widow,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,SP,72,1,775
PhD,Married,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,SP,43,0,1401
Graduation,Single,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,SP,30,0,178
Master,Together,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,SA,69,1,1374
PhD,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,SP,72,1,976
PhD,Together,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,GER,72,1,976
PhD,Together,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,SP,48,1,10
PhD,Single,32303.0,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,IND,51,1,39
PhD,Married,55954.0,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,AUS,53,1,518
PhD,Together,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,SP,45,1,116
Master,Together,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,CA,49,1,380
Graduation,Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,SA,43,1,1150
Graduation,Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,SA,43,1,1150
Master,Married,19510.0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,CA,36,2,30
Graduation,Divorced,52332.0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,IND,62,0,259
Graduation,Together,55593.0,63,293,8,124,11,4,106,2,6,6,3,6,1,0,0,0,0,IND,48,1,546
Graduation,Together,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,AUS,72,1,519
2n Cycle,Widow,74859.0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,CA,72,0,1565
Graduation,Divorced,40851.0,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,CA,50,2,59
PhD,Married,58607.0,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,US,72,1,972
Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,SP,29,1,119
PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,SP,46,1,990
PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,ME,46,1,990
Graduation,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,SP,47,1,1174
Graduation,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,IND,47,1,1174
Graduation,Married,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,AUS,47,1,1174
PhD,Married,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,SP,53,2,77
Graduation,Together,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,SP,38,1,55
PhD,Together,42731.0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,SA,52,1,244
PhD,Single,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,CA,56,1,93
PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,SP,56,0,1536
Graduation,Single,80317.0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,CA,66,0,1231
Master,Together,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,SP,64,0,1084
Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,SP,46,1,405
Master,Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,IND,50,2,595
Master,Married,53843.0,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,SA,56,1,562
Graduation,Married,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,SP,61,0,1348
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,SA,53,1,908
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,SP,53,1,908
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,AUS,53,1,908
Master,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,SP,38,1,37
Master,Married,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,GER,38,1,37
Master,Single,72309.0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,CA,45,0,1931
Graduation,Single,50664.0,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,SA,62,2,561
Basic,Single,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,SP,42,1,47
PhD,Married,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,AUS,46,0,1511
PhD,Married,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,SP,47,2,215
Graduation,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,SP,49,2,296
Graduation,Widow,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,SA,55,0,107
Graduation,Single,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,SP,44,1,42
Graduation,Married,37085.0,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,IND,46,2,61
Master,Married,49605.0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,CA,55,0,127
Graduation,Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,SP,50,0,8
Graduation,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,US,26,0,23
Graduation,Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,SP,26,0,23
Master,Married,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,CA,47,0,928
Graduation,Divorced,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,AUS,49,1,59
